rank,location,total_violations,hotspot_score,severity,description
939,"Meenakshi Koil Street, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",49,1.2,MEDIUM,High parking violation zone requiring enforcement attention.
940,"Sarjapur Marathahalli Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",49,1.2,MEDIUM,High parking violation zone requiring enforcement attention.
941,"Outer Ring Road, Doddanakundi Junction, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",49,1.2,MEDIUM,High parking violation zone requiring enforcement attention.
942,"4th Cross Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",49,1.2,MEDIUM,High parking violation zone requiring enforcement attention.
943,"WOC Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",49,1.2,MEDIUM,High parking violation zone requiring enforcement attention.
944,"22nd Cross Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",49,1.2,MEDIUM,High parking violation zone requiring enforcement attention.
945,"17th Main Road, UCO Bank Junction, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
946,"15th Cross Road, Sumukha, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
947,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
948,"Infantry Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
949,"Sri Kolada Mata Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
950,"Hesaraghatta Main Road, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
951,"20th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
952,"20th Main Road, Govianu Jodidhar Atlantis, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
953,"Sunkalpet Main Road, Halsurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
954,"Old Airport Road, Prestige Leela Residency, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
955,"1st Cross Road, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",48,1.17,MEDIUM,High parking violation zone requiring enforcement attention.
956,"Church Street, KP New Extension, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
957,"CR Temple Street, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
958,"Chord Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
959,"BGS Flyover, Dodpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
960,"Sri Dharmaraya Swamy Temple Main Road, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
961,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
962,"17th Cross Road, Parangipalya, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
963,"Amrutha College Road, Rochea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
964,"Kasturba Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
965,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
966,"Dhanvanthri Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
967,"RMZ Ecospace Internal Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
968,"1st Main Road, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
969,"7th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
970,"ITPL Main Road, DSR Spring Beauty Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
971,"Thanisandra Main Road, Ex Serviceman Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
972,"Shri Ramalingeshwara Cave Temple Road, Mantri Pinnacle, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
973,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
974,"Deena Seva Sangh Road, PNR Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560020 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
975,"Abbigere Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
976,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)",47,1.15,MEDIUM,High parking violation zone requiring enforcement attention.
977,"Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
978,"Pipe Line Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
979,"Sarjapura Main Road, Purva Whitehall, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
980,"Nehru Circle, Nehru Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
981,"Bannerghatta Main Road, Prestige Notting Hill, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
982,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
983,"16th Main Road, 18th Main Road Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
984,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
985,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
986,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
987,"19th Main Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
988,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
989,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
990,"Dr Rajkumar Puniya Bhoomi Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
991,"46th Cross Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
992,"100 Feet Road, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",46,1.12,MEDIUM,High parking violation zone requiring enforcement attention.
993,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
994,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
995,"Brunton Road, Raheja Towers, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
996,"Outer Ring Road, Golden Residency, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
997,"Subramanyapura Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
998,"Hosur Road, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
999,"Pramukh Swami Maharaj Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1000,"Mumbai Bengaluru Highway, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1001,"Coles Road, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1002,"District Office Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1003,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1004,"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1005,"Avenue Road, Sri Mahalakshmi Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1006,"11th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1007,"Mamulpet Road, Ganjam Mutt, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1008,"12th Main Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1009,"7th Cross Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1010,"Marthalli Ring Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1011,"2nd Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1012,"Jumma Masjid Road, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1013,"A Narayanpura Main Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1014,"Madhavaraya Mudaliar Road, Nanjappa Block, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",45,1.1,MEDIUM,High parking violation zone requiring enforcement attention.
1015,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1016,"17th Cross Road, Govindaraja Nagara Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1017,"G Narayana Kumar Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1018,"Mysore Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1019,"Cleveland Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1020,"Dr Rajgopal Road, Infantry Towers, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1021,"Ambalipura Main Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1022,"Hosur Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1023,"Sarjapura Main Road, Ambience Diva, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1024,"Vibgyor High School Road, Vaswani Brentwood, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1025,"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1026,"St Johns Church Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1027,"Yelahanka New Town Main Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1028,"2nd Cross Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1029,"Central Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1030,"Dharmambudi Kere Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1031,"Osborne Road, Meanee Avenue Layout, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1032,"Ashley Park Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1033,"Konanakunte Main Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
1034,"Cubbon Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",44,1.08,MEDIUM,High parking violation zone requiring enforcement attention.
